"No","優先度","主原因","Work名","SalesforceURL","Freee請求書ID","Freee請求書番号","取引先","解決済み取引先","請求日","請求金額","契約管理","契約期間","作成済み請求","請求明細","確認コード","個別確認対象","具体的な確認事項","確認後の対応","自動反映可否","担当","現在の検証メッセージ"
"49","中","商品未確定","MFIW-000388","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YptF22AJ/view","63077956","INV-0000001394","コンチネンタルホーム株式会社","コンチネンタルホーム株式会社","2026-07-20","44000","CN-00000196","CP-00000285","","Rendery_Proプラン_5アカウント(月額費用) / 数量:5 / 単価:8,000 / 金額:40,000 / 候補:Rendery Proプラン","P01","商品候補確認: 「Rendery_Proプラン_5アカウント(月額費用)」 -> 「Rendery Proプラン」","明細「Rendery_Proプラン_5アカウント(月額費用)」（数量 5、単価 8,000 円）を商品「Rendery Proプラン」としてよいか確認する。","確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","条件付き可（候補商品が一意であることを確認）","経理（内容判断）／システム管理者（マスタ・ルール設定）","商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"50","中","契約・商品未確定","MFIW-000398","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000Yq7Em2AJ/view","63077980","INV-0000001404","近鉄不動産株式会社","近鉄不動産株式会社","2026-07-20","308000","","","","[月額費用]Rendery Enterpriseプラン_11アカウント / 数量:12 / 単価:15,000 / 金額:180,000 / 候補:Rendery Enterpriseプラン || [月額費用]セキュリティオプション+_運用費用 / 数量:1 / 単価:100,000 / 金額:100,000 / 候補:Rendery セキュリティオプション(SSO)_初期費用","C01,P01,P02","請求区分と契約先: 近鉄不動産株式会社 / 請求日: 2026-07-20 || 商品候補確認: 「[月額費用]Rendery Enterpriseプラン_11アカウント」 -> 「Rendery Enterpriseプラン」 || 商品選択: 「[月額費用]セキュリティオプション+_運用費用」","取引先「近鉄不動産株式会社」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-20 を含む契約期間を作成または選択してよいか確認する。 明細「[月額費用]Rendery Enterpriseプラン_11アカウント」（数量 12、単価 15,000 円）を商品「Rendery Enterpriseプラン」としてよいか確認する。 明細「[月額費用]セキュリティオプション+_運用費用」（数量 1、単価 100,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"51","中","契約・商品未確定","MFIW-000405","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YqK3t2AF/view","63110944","INV-0000001411","株式会社野村工務店","株式会社野村工務店","2026-07-20","1584000","","","","Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン","C01,P01","請求区分と契約先: 株式会社野村工務店 / 請求日: 2026-07-20 || 商品候補確認: 「Rendery Enterpriseプラン_10アカウント_月額費用」 -> 「[代理販売20%] Rendery Enterpriseプラン」","取引先「株式会社野村工務店」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-20 を含む契約期間を作成または選択してよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"52","中","契約・商品未確定","MFIW-000406","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YqK3u2AF/view","63110969","INV-0000001412","株式会社サンテン・コーポレーション","株式会社サンテン・コーポレーション","2026-07-20","35200","","","","Rendery Proプラン_月額費用 / 数量:4 / 単価:8,000 / 金額:32,000 / 候補:Rendery Proプラン","C01,P01","請求区分と契約先: 株式会社サンテン・コーポレーション / 請求日: 2026-07-20 || 商品候補確認: 「Rendery Proプラン_月額費用」 -> 「Rendery Proプラン」","取引先「株式会社サンテン・コーポレーション」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-20 を含む契約期間を作成または選択してよいか確認する。 明細「Rendery Proプラン_月額費用」（数量 4、単価 8,000 円）を商品「Rendery Proプラン」としてよいか確認する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"53","中","契約・商品未確定","MFIW-000407","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YqK3v2AF/view","63120578","INV-0000001413","株式会社パインウェル","株式会社パインウェル","2026-07-20","8800","","","","Rendery Proプラン（月額） / 数量:1 / 単価:8,000 / 金額:8,000 / 候補:Rendery Proプラン","C01,P01","請求区分と契約先: 株式会社パインウェル / 請求日: 2026-07-20 || 商品候補確認: 「Rendery Proプラン（月額）」 -> 「Rendery Proプラン」","取引先「株式会社パインウェル」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-20 を含む契約期間を作成または選択してよいか確認する。 明細「Rendery Proプラン（月額）」（数量 1、単価 8,000 円）を商品「Rendery Proプラン」としてよいか確認する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"54","中","商品未確定","MFIW-000410","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YqK3y2AF/view","63125575","INV-0000001416","株式会社大塚商会","株式会社大塚商会","2026-07-20","14080","CN-00000063","CP-00000061","","Rendery_Pro_月額利用料_注文番号：405342481 / 数量:2 / 単価:6,400 / 金額:12,800 / 候補:[代理販売20%] Rendery Proプラン","P01","商品候補確認: 「Rendery_Pro_月額利用料_注文番号：405342481」 -> 「[代理販売20%] Rendery Proプラン」","明細「Rendery_Pro_月額利用料_注文番号：405342481」（数量 2、単価 6,400 円）を商品「[代理販売20%] Rendery Proプラン」としてよいか確認する。","確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","条件付き可（候補商品が一意であることを確認）","経理（内容判断）／システム管理者（マスタ・ルール設定）","商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"55","中","契約・商品未確定","MFIW-000413","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YqK412AF/view","63126510","INV-0000001419","野村不動産株式会社","野村不動産株式会社","2026-07-20","2244000","","","","Rendery Enterpriseプラン_年払い / 数量:120 / 単価:14,000 / 金額:1,680,000 / 確定:[年払] Rendery Enterpriseプラン || セキュリティオプション(シングルサインオン)月額費用 / 数量:12 / 単価:30,000 / 金額:360,000 / 候補:Rendery セキュリティオプション(SSO)_運用費用","C01,P02","請求区分と契約先: 野村不動産株式会社 / 請求日: 2026-07-20 || 商品選択: 「セキュリティオプション(シングルサインオン)月額費用」","取引先「野村不動産株式会社」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-20 を含む契約期間を作成または選択してよいか確認する。 明細「セキュリティオプション(シングルサインオン)月額費用」（数量 12、単価 30,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"56","中","商品未確定","MFIW-000414","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YqK422AF/view","63127138","INV-0000001420","株式会社大塚商会","株式会社大塚商会","2026-07-20","1584000","CN-00000063","CP-00000061","","Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン || Rendery Enterpriseプラン_10アカウント_月額費用 / 数量:10 / 単価:12,000 / 金額:120,000 / 候補:[代理販売20%] Rendery Enterpriseプラン","P01","商品候補確認: 「Rendery Enterpriseプラン_10アカウント_月額費用」 -> 「[代理販売20%] Rendery Enterpriseプラン」","明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。 明細「Rendery Enterpriseプラン_10アカウント_月額費用」（数量 10、単価 12,000 円）を商品「[代理販売20%] Rendery Enterpriseプラン」としてよいか確認する。","確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","条件付き可（候補商品が一意であることを確認）","経理（内容判断）／システム管理者（マスタ・ルール設定）","商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"57","高","既存請求明細との照合不一致","MFIW-000415","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YqSO22AN/view","63128994","INV-0000001421","株式会社ワンズ・レーニア","株式会社ワンズ・レーニア","2026-07-20","82500","CN-00000228","CP-00000368","","Rendery enterpriseプラン / 数量:5 / 単価:15,000 / 金額:75,000 / 確定:Rendery Enterpriseプラン","I01","明細照合: Salesforce請求「」 / Freee請求書ID 63128994","作成済みSalesforce請求「」とFreee請求書ID 63128994 の明細を、Freee明細ID・件名・数量・単価・金額単位で比較する。 Salesforce側の明細を残す・修正する・不足分を追加するのどれが正しいか確認する。","既存請求明細を直接削除せず、Freee原本との差分を確定してから不足明細の追加または誤明細の訂正を行う。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","不可（個別確認が必要）","経理（内容判断）／システム管理者（マスタ・ルール設定）","同じfreee請求書IDのSalesforce請求は存在しますが、すべての請求明細を照合できませんでした。既存の請求明細と移行Workの明細を確認してください。"
"58","中","契約・契約期間未確定","MFIW-000421","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YqSO82AN/view","63150544","INV-0000001427","株式会社ヨコハマ地所","株式会社ヨコハマ地所","2026-07-20","12100","CN-00000210","","","knock knock AI_Basicプラン / 数量:1 / 単価:11,000 / 金額:11,000 / 候補:knock knock AI Basicプラン(50クレジット)","C01,P01","請求区分と契約先: 株式会社ヨコハマ地所 / 請求日: 2026-07-20 || 商品候補確認: 「knock knock AI_Basicプラン」 -> 「knock knock AI Basicプラン(50クレジット)」","取引先「株式会社ヨコハマ地所」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-20 を含む契約期間を作成または選択してよいか確認する。 明細「knock knock AI_Basicプラン」（数量 1、単価 11,000 円）を商品「knock knock AI Basicプラン(50クレジット)」としてよいか確認する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"59","中","商品未確定","MFIW-000422","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YqSO92AN/view","63150545","INV-0000001428","リアルティホールディングス株式会社","リアルティホールディングス株式会社","2026-07-20","175450","CN-00000127","CP-00000126","","knock knock AI_Enterpriseプラン_1200クレジット / 数量:1,100 / 単価:145 / 金額:159,500 / 商品未候補","P02","商品選択: 「knock knock AI_Enterpriseプラン_1200クレジット」","明細「knock knock AI_Enterpriseプラン_1200クレジット」（数量 1,100、単価 145 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","商品確定後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
"60","中","契約・契約期間未確定","MFIW-000431","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YqLuW2AV/view","63150560","INV-0000001437","株式会社デザインアーク","株式会社デザインアーク","2026-07-20","181500","","","","Rendery_Enterpriseプラン / 数量:15 / 単価:11,000 / 金額:165,000 / 確定:Rendery_Enterpriseプラン","C01","請求区分と契約先: 株式会社デザインアーク / 請求日: 2026-07-20","取引先「株式会社デザインアーク」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-20 を含む契約期間を作成または選択してよいか確認する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。"
"61","中","契約・商品未確定","MFIW-000447","https://samuraiarchitects.lightning.force.com/lightning/r/Mig_FreeeInvoiceWork__c/a0FRB00000YswQ42AJ/view","63150583","INV-0000001453","プラス株式会社","プラス株式会社","2026-07-31","6600000","","","","事業開発検討 / 数量:1 / 単価:4,000,000 / 金額:4,000,000 / 商品未候補 || 3Dモデル自動生成システム開発PoC / 数量:1 / 単価:2,000,000 / 金額:2,000,000 / 商品未候補","C01,P02","請求区分と契約先: プラス株式会社 / 請求日: 2026-07-31 || 商品選択: 「事業開発検討」 || 商品選択: 「3Dモデル自動生成システム開発PoC」","取引先「プラス株式会社」の請求が、月契約・年契約・単発請求のどれに該当するか確認する。 既存の有効契約へ紐づけるか、新しいFreee管理契約を作成するか確認する。 請求日 2026-07-31 を含む契約期間を作成または選択してよいか確認する。 明細「事業開発検討」（数量 1、単価 4,000,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。 明細「3Dモデル自動生成システム開発PoC」（数量 1、単価 2,000,000 円）に対応する商品マスタを選ぶ。該当商品がなければ、汎用商品への集約か商品マスタ追加かを判断する。","確認した商品と請求区分を基に、取引先・商品・件名キーワード・請求区分が一意になるFreee請求契約ルールを登録して有効化する。 確定商品マスタを設定する。今後も同じ明細名が発生する場合は、Freee請求明細商品マッピングも登録する。 修正後にWorkを再検証し、ステータスが「反映可能」になったことを確認して本反映する。","契約ルール登録後に可","経理（内容判断）／システム管理者（マスタ・ルール設定）","契約管理を特定できません。取引先に有効な契約管理があるか確認してください。 / 契約期間を特定できません。請求日を含む契約期間があるか確認してください。 / 商品マスタが未確定の請求明細Workがあります。候補商品を確認し、商品マスタを確定してください。"
