Chunk,StartIndex,EndIndex,Requested,ExitCode,SuccessCount,SkippedCount,FailedCount,Status,Message
85,4201,4250,50,1,,,,ERROR,"sf.cmd : (node:23472) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:23472) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
86,4251,4300,50,1,,,,ERROR,"sf.cmd : (node:28440) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:28440) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
87,4301,4350,50,1,,,,ERROR,"sf.cmd : (node:26432) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:26432) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
88,4351,4400,50,1,,,,ERROR,"sf.cmd : (node:8048) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\pa ckage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:8048) [EP...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM:"
89,4401,4450,50,1,,,,ERROR,"sf.cmd : (node:4236) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\pa ckage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:4236) [EP...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM:"
90,4451,4500,50,1,,,,ERROR,"sf.cmd : (node:15076) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:15076) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
91,4501,4550,50,1,,,,ERROR,"sf.cmd : (node:23904) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:23904) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
92,4551,4600,50,1,,,,ERROR,"sf.cmd : (node:28564) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:28564) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
93,4601,4650,50,1,,,,ERROR,"sf.cmd : (node:4352) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\pa ckage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:4352) [EP...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM:"
94,4651,4700,50,1,,,,ERROR,"sf.cmd : (node:22932) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:22932) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
95,4701,4750,50,1,,,,ERROR,"sf.cmd : (node:18632) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:18632) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
96,4751,4800,50,1,,,,ERROR,"sf.cmd : (node:23368) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:23368) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
97,4801,4850,50,1,,,,ERROR,"sf.cmd : (node:17820) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:17820) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
98,4851,4900,50,1,,,,ERROR,"sf.cmd : (node:27840) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:27840) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
99,4901,4950,50,1,,,,ERROR,"sf.cmd : (node:18676) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:18676) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
100,4951,5000,50,1,,,,ERROR,"sf.cmd : (node:15500) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:15500) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
101,5001,5050,50,1,,,,ERROR,"sf.cmd : (node:22372) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:22372) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
102,5051,5100,50,1,,,,ERROR,"sf.cmd : (node:20788) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:20788) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
103,5101,5150,50,1,,,,ERROR,"sf.cmd : (node:27448) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:27448) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
104,5151,5200,50,1,,,,ERROR,"sf.cmd : (node:3228) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\pa ckage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:3228) [EP...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM:"
105,5201,5250,50,1,,,,ERROR,"sf.cmd : (node:23508) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:23508) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
106,5251,5300,50,1,,,,ERROR,"sf.cmd : (node:26672) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:26672) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
107,5301,5350,50,1,,,,ERROR,"sf.cmd : (node:27652) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:27652) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
108,5351,5400,50,1,,,,ERROR,"sf.cmd : (node:21048) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:21048) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
109,5401,5450,50,1,,,,ERROR,"sf.cmd : (node:28072) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:28072) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
110,5451,5500,50,1,,,,ERROR,"sf.cmd : (node:24832) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:24832) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
111,5501,5550,50,1,,,,ERROR,"sf.cmd : (node:30632) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:30632) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
112,5551,5600,50,1,,,,ERROR,"sf.cmd : (node:30320) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:30320) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
113,5601,5650,50,1,,,,ERROR,"sf.cmd : (node:28824) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:28824) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
114,5651,5700,50,1,,,,ERROR,"sf.cmd : (node:27840) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:27840) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
115,5701,5750,50,1,,,,ERROR,"sf.cmd : (node:12924) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:12924) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
116,5751,5800,50,1,,,,ERROR,"sf.cmd : (node:12040) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:12040) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
117,5801,5850,50,1,,,,ERROR,"sf.cmd : (node:28132) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:28132) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
118,5851,5900,50,1,,,,ERROR,"sf.cmd : (node:20364) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:20364) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
119,5901,5950,50,1,,,,ERROR,"sf.cmd : (node:9536) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\pa ckage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:9536) [EP...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM:"
120,5951,6000,50,1,,,,ERROR,"sf.cmd : (node:24136) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:24136) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
121,6001,6050,50,1,,,,ERROR,"sf.cmd : (node:28972) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:28972) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
122,6051,6100,50,1,,,,ERROR,"sf.cmd : (node:15384) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:15384) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
123,6101,6150,50,1,,,,ERROR,"sf.cmd : (node:17468) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:17468) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
124,6151,6200,50,1,,,,ERROR,"sf.cmd : (node:23072) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:23072) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
125,6201,6250,50,1,,,,ERROR,"sf.cmd : (node:17100) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:17100) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
126,6251,6300,50,1,,,,ERROR,"sf.cmd : (node:17244) [EPERM] Error: EPERM: operation not permitted, open 'C:\Users\ShuKawanami(川波嵩)\AppData\Local\sf\p ackage.json' 発生場所 行:26 文字:10 +   $out = & sf apex run --target-org prod --file $apexPath 2>&1 | Out- ... +          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~     + CategoryInfo          : NotSpecified: ((node:17244) [E...f\package.json':String) [], RemoteException     + FullyQualifiedErrorId : NativeCommandError   (Use `node --trace-warnings ...` to show where the warning was created) node:events:497       throw er; // Unhandled 'error' event       ^  Error: EPERM"
