attributes,Id,Name,Account__c,MRR__c,StageName__c,ContractUpdate__c,ProductCategory__c,StartDate__c,CreatedDate,LastModifiedDate
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9XYAV'}",a08RB00001Z1G9XYAV,花十色,,11000,Closed Lost,月,knock knock AI,2026-04-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9YYAV'}",a08RB00001Z1G9YYAV,日本アセットアドバンス株式会社,,12100,Prospecting,月,knock knock AI,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9ZYAV'}",a08RB00001Z1G9ZYAV,ＨＴリフォ株式会社,,11000,Closed Lost,月,knock knock AI,2026-04-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9gYAF'}",a08RB00001Z1G9gYAF,株式会社J.フロントプライムスペース,,150000,Prospecting,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-27T01:13:32.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9hYAF'}",a08RB00001Z1G9hYAF,株式会社MUJI HOUSE,,35200,Negotiation,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9jYAF'}",a08RB00001Z1G9jYAF,タマホーム株式会社,,75000,Closed Lost,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-22T12:32:10.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9kYAF'}",a08RB00001Z1G9kYAF,株式会社フケタ設計 の取引,,8800,Prospecting,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9mYAF'}",a08RB00001Z1G9mYAF,株式会社とくら建築設計社,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9nYAF'}",a08RB00001Z1G9nYAF,丹羽 洋文,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9oYAF'}",a08RB00001Z1G9oYAF,株式会社佐野修建築設計事務所,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9pYAF'}",a08RB00001Z1G9pYAF,&labo.,,8800,Closed Won,月,Rendery,2026-03-11,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9qYAF'}",a08RB00001Z1G9qYAF,H.Sakamoto,,5500,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9rYAF'}",a08RB00001Z1G9rYAF,悠 小林,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9sYAF'}",a08RB00001Z1G9sYAF,株式会社アークドラフト,,17600,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9tYAF'}",a08RB00001Z1G9tYAF,株式会社デザインアーク東京スペースソリューション第１営業所(S),,30000,Closed Won,月,Rendery,2026-06-06,2026-06-21T16:02:54.000+0000,2026-08-17T06:40:35.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1G9zYAF'}",a08RB00001Z1G9zYAF,三井住友建設株式会社,001RB00001VTqeXYAT,8000,ValueProposition,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-22T12:21:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GA1YAN'}",a08RB00001Z1GA1YAN,愛知株式会社,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GA2YAN'}",a08RB00001Z1GA2YAN,戸田建設株式会社,,105000,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-28T01:24:06.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GA3YAN'}",a08RB00001Z1GA3YAN,株式会社ジョイフル本田,,75000,Closed Lost,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GA5YAN'}",a08RB00001Z1GA5YAN,株式会社前田工務店,,75000,Closed Lost,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GA6YAN'}",a08RB00001Z1GA6YAN,株式会社ジーク,001RB00001VTqsxYAD,75000,Prospecting,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-22T12:37:55.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GA7YAN'}",a08RB00001Z1GA7YAN,東急不動産ホールディングス株式会社/東急不動産株式会社（S),,285000,Closed Lost,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GA9YAN'}",a08RB00001Z1GA9YAN,株式会社ABC店舗,,8800,Closed Lost,月,Rendery,2026-04-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAAYA3'}",a08RB00001Z1GAAYA3,亜利 渡辺,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GABYA3'}",a08RB00001Z1GABYA3,東京建物株式会社,,205000,ValueProposition,月,Rendery,2026-10-01,2026-06-21T16:02:54.000+0000,2026-09-09T12:30:45.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GACYA3'}",a08RB00001Z1GACYA3,株式会社ecoaハウス,,75000,Closed Won,月,Rendery,2026-04-01,2026-06-21T16:02:54.000+0000,2026-08-10T02:16:30.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GADYA3'}",a08RB00001Z1GADYA3,株式会社フォーデック の取引,,35200,ValueProposition,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAEYA3'}",a08RB00001Z1GAEYA3,株式会社KOGA設計 の取引,,26400,Closed Lost,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAGYA3'}",a08RB00001Z1GAGYA3,アルデ　アーキテクト＆アソシエイツ,,8800,Closed Lost,月,Rendery,2026-05-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAHYA3'}",a08RB00001Z1GAHYA3,アルスホーム株式会社,,225000,ValueProposition,月,,,2026-06-21T16:02:54.000+0000,2026-06-21T16:02:54.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAIYA3'}",a08RB00001Z1GAIYA3,小河建築設計事務所,,17600,ValueProposition,月,Rendery,2026-05-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAJYA3'}",a08RB00001Z1GAJYA3,株式会社蔵王建設,,8800,ValueProposition,月,Rendery,2026-05-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAMYA3'}",a08RB00001Z1GAMYA3,建築事務所TESSEN,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAOYA3'}",a08RB00001Z1GAOYA3,立花産業株式会社,,26400,Prospecting,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAQYA3'}",a08RB00001Z1GAQYA3,株式会社スタイルテック総合計画,,75000,Prospecting,月,,,2026-06-21T16:02:54.000+0000,2026-06-21T16:02:54.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAUYA3'}",a08RB00001Z1GAUYA3,株式会社カプテリ,,8800,Closed Lost,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAWYA3'}",a08RB00001Z1GAWYA3,株式会社ワンズ・レーニア,,26400,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAYYA3'}",a08RB00001Z1GAYYA3,株式会社ココディレクション の取引,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAaYAN'}",a08RB00001Z1GAaYAN,株式会社ABC店舗,,8800,Closed Lost,月,Rendery,2026-04-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAbYAN'}",a08RB00001Z1GAbYAN,西畑設計,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAcYAN'}",a08RB00001Z1GAcYAN,富田商事株式会社,,75000,Prospecting,月,Rendery,2026-09-15,2026-06-21T16:02:54.000+0000,2026-08-25T01:00:34.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAdYAN'}",a08RB00001Z1GAdYAN,株式会社DAN都市デザイン,001RB00001VTrnRYAT,120000,Prospecting,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-22T12:20:33.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAeYAN'}",a08RB00001Z1GAeYAN,佑亮 西浦,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAfYAN'}",a08RB00001Z1GAfYAN,Leon TSE,,5500,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAgYAN'}",a08RB00001Z1GAgYAN,株式会社ドムコス,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAiYAN'}",a08RB00001Z1GAiYAN,株式会社フィールド・デザイン・アーキテクツ一級建築士事務所,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAlYAN'}",a08RB00001Z1GAlYAN,株式会社イーマックエンジニアリング,,8800,Closed Lost,月,Rendery,2026-05-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAnYAN'}",a08RB00001Z1GAnYAN,JBリアルエステート株式会社,,12100,Closed Won,月,knock knock AI,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAoYAN'}",a08RB00001Z1GAoYAN,安井建築設計事務所,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GApYAN'}",a08RB00001Z1GApYAN,株式会社良品計画,001RB00001VTrqgYAD,170000,Prospecting,月,Rendery,2026-10-01,2026-06-21T16:02:54.000+0000,2026-09-03T09:08:28.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAsYAN'}",a08RB00001Z1GAsYAN,株式会社CABON,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAtYAN'}",a08RB00001Z1GAtYAN,株式会社 ヨネダ,,75000,Closed Lost,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAxYAN'}",a08RB00001Z1GAxYAN,西日本旅客鉄道株式会社,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GAzYAN'}",a08RB00001Z1GAzYAN,株式会社クラウドトップ,,8800,Qualification,月,,,2026-06-21T16:02:54.000+0000,2026-06-21T16:02:54.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GB4YAN'}",a08RB00001Z1GB4YAN,株式会社ノットコーポレーション,,75000,Closed Lost,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GB5YAN'}",a08RB00001Z1GB5YAN,株式会社クラウドトップ,,8800,Negotiation,月,,,2026-06-21T16:02:54.000+0000,2026-06-21T16:02:54.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GB6YAN'}",a08RB00001Z1GB6YAN,株式会社 秋山立花,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GB7YAN'}",a08RB00001Z1GB7YAN,株式会社 秋山立花,,75000,ValueProposition,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GB8YAN'}",a08RB00001Z1GB8YAN,TAKUYA RIKIMARU,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GB9YAN'}",a08RB00001Z1GB9YAN,ノーマンズランドアソシエイツ1級建築士事務所,,8800,Qualification,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBAYA3'}",a08RB00001Z1GBAYA3,オゾン設計室,,8800,Closed Won,月,Rendery,2026-07-18,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBBYA3'}",a08RB00001Z1GBBYA3,株式会社テイクアンドギヴ・ニーズ,,44000,Applove,月,,,2026-06-21T16:02:54.000+0000,2026-07-08T03:39:39.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBCYA3'}",a08RB00001Z1GBCYA3,K2デザインオフィス,,8800,Negotiation,月,Rendery,2026-06-01,2026-06-21T16:02:54.000+0000,2026-08-06T07:10:00.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBDYA3'}",a08RB00001Z1GBDYA3,株式会社ウィローズクラフト,,26400,Qualification,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBEYA3'}",a08RB00001Z1GBEYA3,株式会社三木組,,17600,Qualification,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBFYA3'}",a08RB00001Z1GBFYA3,エステック不動産投資顧問株式会社,,26400,Qualification,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBGYA3'}",a08RB00001Z1GBGYA3,株式会社フロンティアコンサルティング,,22000,Closed Won,月,Rendery,2024-08-01,2026-06-21T16:02:54.000+0000,2026-08-17T06:42:01.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBHYA3'}",a08RB00001Z1GBHYA3,株式会社RYアーキテクツ,,26400,Prospecting,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBKYA3'}",a08RB00001Z1GBKYA3,カモン・アンド・アソシエイツ,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBMYA3'}",a08RB00001Z1GBMYA3,株式会社ｎｅｓｔ建築設計室,,8800,Qualification,月,Rendery,2026-08-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBOYA3'}",a08RB00001Z1GBOYA3,株式会社デザインアーク,,30000,Closed Won,月,Rendery,2024-04-01,2026-06-21T16:02:54.000+0000,2026-08-17T06:40:03.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBPYA3'}",a08RB00001Z1GBPYA3,ジーク株式会社（福岡）,,75000,Closed Won,月,Rendery,2026-07-01,2026-06-21T16:02:54.000+0000,2026-08-10T02:16:26.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBQYA3'}",a08RB00001Z1GBQYA3,OPERA,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBRYA3'}",a08RB00001Z1GBRYA3,JUNICHI HIGUCHI,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBTYA3'}",a08RB00001Z1GBTYA3,豊通ファシリティーズ株式会社,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBUYA3'}",a08RB00001Z1GBUYA3,グローアップ,,8800,Negotiation,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBVYA3'}",a08RB00001Z1GBVYA3,大建興産株式会社,,8800,ValueProposition,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBcYAN'}",a08RB00001Z1GBcYAN,MtoMカンパニー,,8800,ValueProposition,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBdYAN'}",a08RB00001Z1GBdYAN,株式会社東畑建築事務所,,150000,ValueProposition,月,Rendery,2026-11-01,2026-06-21T16:02:54.000+0000,2026-09-02T02:07:37.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBeYAN'}",a08RB00001Z1GBeYAN,株式会社よねざわ工業,,8800,ValueProposition,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBgYAN'}",a08RB00001Z1GBgYAN,ｉ設計エンジニアリング,,8800,ValueProposition,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBhYAN'}",a08RB00001Z1GBhYAN,株式会社ヒトバデザイン,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBiYAN'}",a08RB00001Z1GBiYAN,KEISUKE NARISAWA,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBjYAN'}",a08RB00001Z1GBjYAN,RYO KAWAGUCHI,,17600,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBkYAN'}",a08RB00001Z1GBkYAN,株式会社YUASA,,150000,Negotiation,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBlYAN'}",a08RB00001Z1GBlYAN,株式会社NOW,,26400,ValueProposition,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBmYAN'}",a08RB00001Z1GBmYAN,株式会社エッグハウジング,,8800,Negotiation,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBnYAN'}",a08RB00001Z1GBnYAN,株式会社GEN INOUE,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBoYAN'}",a08RB00001Z1GBoYAN,株式会社デュアルタップ,001RB00001VTrxRYAT,8800,Negotiation,月,Rendery,2026-08-24,2026-06-21T16:02:54.000+0000,2026-08-10T02:54:13.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBpYAN'}",a08RB00001Z1GBpYAN,竹下和宏建築設計事務所,,8800,Qualification,月,Rendery,2026-07-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBqYAN'}",a08RB00001Z1GBqYAN,fragment.archoffice,,8800,ValueProposition,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBrYAN'}",a08RB00001Z1GBrYAN,株式会社IGK,,8800,Closed Lost,月,Rendery,2026-07-01,2026-06-21T16:02:54.000+0000,2026-07-30T04:29:21.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBsYAN'}",a08RB00001Z1GBsYAN,三越伊勢丹プロパティデザイン株式会社,,8800,Closed Won,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBuYAN'}",a08RB00001Z1GBuYAN,株式会社コスモスイニシア,,15000,Closed Lost,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-22T12:48:08.000+0000
"{'type': 'Opportunity__c', 'url': '/services/data/v67.0/sobjects/Opportunity__c/a08RB00001Z1GBvYAN'}",a08RB00001Z1GBvYAN,アーキデザイン株式会社,,6400,Negotiation,月,Rendery,,2026-06-21T16:02:54.000+0000,2026-07-19T04:40:24.000+0000
