Id,Name,ContractPeriod__c,Freee_Invoice_Id__c,Freee_Invoice_URL__c
a00RB00002BZaqsYAD,INV-0000000405,a0BRB000012EChM2AW,58573614,https://invoice.secure.freee.co.jp/reports/invoices/58573614
a00RB00002BZaqtYAD,INV-0000000406,a0BRB000012EChM2AW,56527531,https://invoice.secure.freee.co.jp/reports/invoices/56527531
a00RB00002BZaquYAD,INV-0000000407,a0BRB000012EChM2AW,63150544,https://invoice.secure.freee.co.jp/reports/invoices/63150544
a00RB00002BahLdYAJ,INV-0000000408,a0BRB000012R4gz2AC,60970507,https://invoice.secure.freee.co.jp/reports/invoices/60970507
a00RB00002BahLeYAJ,INV-0000000409,a0BRB000012RmbZ2AS,61624916,https://invoice.secure.freee.co.jp/reports/invoices/61624916
a00RB00002BahLfYAJ,INV-0000000410,a0BRB00000ynn552AA,62159546,https://invoice.secure.freee.co.jp/reports/invoices/62159546
a00RB00002BavLRYAZ,INV-0000000411,a0BRB000012ZwHB2A0,63826047,https://invoice.secure.freee.co.jp/reports/invoices/63826047
a00RB00002Bbke2YAB,INV-0000000412,a0BRB000012ZyPR2A0,63826529,https://invoice.secure.freee.co.jp/reports/invoices/63826529
a00RB00002BbzTPYAZ,INV-0000000413,a0BRB00000ynb6d2AA,50683953,https://invoice.secure.freee.co.jp/reports/invoices/50683953
a00RB00002BbzTQYAZ,INV-0000000414,a0BRB00000ynb6g2AA,52182829,https://invoice.secure.freee.co.jp/reports/invoices/52182829
a00RB00002BbzTRYAZ,INV-0000000415,a0BRB00000ynb6Y2AQ,46403134,https://invoice.secure.freee.co.jp/reports/invoices/46403134
a00RB00002BfPRJYA3,INV-0000000416,a0BRB000012bYDx2AM,63912843,https://invoice.secure.freee.co.jp/reports/invoices/63912843
a00RB00002C0HH8YAN,INV-0000000417,a0BRB000012nzgf2AA,64191669,https://invoice.secure.freee.co.jp/reports/invoices/64191669
a00RB00002C0iFgYAJ,INV-0000000418,a0BRB000012oRhh2AE,64189345,https://invoice.secure.freee.co.jp/reports/invoices/64189345
a00RB00002Cb9PNYAZ,INV-0000000419,a0BRB000013FRP42AO,64577373,https://invoice.secure.freee.co.jp/reports/invoices/64577373
a00RB00002CgDsDYAV,INV-0000000420,a0BRB000013IDuF2AW,64586791,https://invoice.secure.freee.co.jp/reports/invoices/64586791
a00RB00002Crja9YAB,INV-0000000421,a0BRB000013Q4Yo2AK,64598346,https://invoice.secure.freee.co.jp/reports/invoices/64598346
a00RB00002DAbgvYAD,INV-0000000422,a0BRB000013b0LN2AY,,
